1'主裁判哨响，上半场开始了                   1'第1分钟长春队攻势凶猛，上港后卫沉着应对
80'不冷静啊，，一脚远射，打飞了                   79'第79分钟上港左路角球开出，吕文君头球略微蹭到，球到中路，正好砸在武磊腿上弹进门内，长春队员认为武磊手球，裁判通过VAR认定武磊手球
80'这球要是传开了，肯定能得到一次很好的射门机会                   79'第79分钟上港左路角球开出，吕文君头球略微蹭到，球到中路，正好砸在武磊腿上弹进门内，长春队员认为武磊手球，裁判通过VAR认定武磊手球
80'今天上港的防守确实是挺差啊                   79'第79分钟上港左路角球开出，吕文君头球略微蹭到，球到中路，正好砸在武磊腿上弹进门内，长春队员认为武磊手球，裁判通过VAR认定武磊手球
81'颜骏凌门球开起来                   79'第79分钟上港左路角球开出，吕文君头球略微蹭到，球到中路，正好砸在武磊腿上弹进门内，长春队员认为武磊手球，裁判通过VAR认定武磊手球
81'中圈附近上港把球控制好                   79'第79分钟上港左路角球开出，吕文君头球略微蹭到，球到中路，正好砸在武磊腿上弹进门内，长春队员认为武磊手球，裁判通过VAR认定武磊手球
81'挑传，，前场中路给到胡尔克                   79'第79分钟上港左路角球开出，吕文君头球略微蹭到，球到中路，正好砸在武磊腿上弹进门内，长春队员认为武磊手球，裁判通过VAR认定武磊手球
81'胡尔克和同伴一个踢墙的配合                   79'第79分钟上港左路角球开出，吕文君头球略微蹭到，球到中路，正好砸在武磊腿上弹进门内，长春队员认为武磊手球，裁判通过VAR认定武磊手球
81'禁区左侧范晓冬把球踢出底线解围                   79'第79分钟上港左路角球开出，吕文君头球略微蹭到，球到中路，正好砸在武磊腿上弹进门内，长春队员认为武磊手球，裁判通过VAR认定武磊手球
81'奥斯卡左侧角球，，主罚                   79'第79分钟上港左路角球开出，吕文君头球略微蹭到，球到中路，正好砸在武磊腿上弹进门内，长春队员认为武磊手球，裁判通过VAR认定武磊手球
82'开起来到小禁区内，，双方争顶                   79'第79分钟上港左路角球开出，吕文君头球略微蹭到，球到中路，正好砸在武磊腿上弹进门内，长春队员认为武磊手球，裁判通过VAR认定武磊手球
82'人丛中头球一蹭，门前武磊把球撞入大门                   79'第79分钟上港左路角球开出，吕文君头球略微蹭到，球到中路，正好砸在武磊腿上弹进门内，长春队员认为武磊手球，裁判通过VAR认定武磊手球
82'裁判第一时间吹罚进球有效                   79'第79分钟上港左路角球开出，吕文君头球略微蹭到，球到中路，正好砸在武磊腿上弹进门内，长春队员认为武磊手球，裁判通过VAR认定武磊手球
82'但是亚泰全体球员围住了主裁，，认为武磊是用手把球打进的                   79'第79分钟上港左路角球开出，吕文君头球略微蹭到，球到中路，正好砸在武磊腿上弹进门内，长春队员认为武磊手球，裁判通过VAR认定武磊手球
83'慢镜头来看，确实是武磊用手碰进的                   83'第83分钟维贝从右路突破连续闯过三名队员突击而入，但最后射门打在颜骏凌脑袋上弹出
83'裁判还在跟VAR确认                   83'第83分钟维贝从右路突破连续闯过三名队员突击而入，但最后射门打在颜骏凌脑袋上弹出
83'经过VAR确认，这球武磊故意手球，进球无效，并且给武磊一张黄牌                   83'第83分钟维贝从右路突破连续闯过三名队员突击而入，但最后射门打在颜骏凌脑袋上弹出
84'武磊气的不行啊，但是慢镜头无疑，，这球确实是手球打进的                   83'第83分钟维贝从右路突破连续闯过三名队员突击而入，但最后射门打在颜骏凌脑袋上弹出
84'裁判好像还给了谁一张黄牌，没交代清楚                   83'第83分钟维贝从右路突破连续闯过三名队员突击而入，但最后射门打在颜骏凌脑袋上弹出
85'上港这边对裁判很不满                   83'第83分钟维贝从右路突破连续闯过三名队员突击而入，但最后射门打在颜骏凌脑袋上弹出
85'继续来看，前场右侧马里尼奥拿球                   83'第83分钟维贝从右路突破连续闯过三名队员突击而入，但最后射门打在颜骏凌脑袋上弹出
85'艾哈迈多夫犯规了                   83'第83分钟维贝从右路突破连续闯过三名队员突击而入，但最后射门打在颜骏凌脑袋上弹出
85'上港球员又是压不住情绪，向裁判发泄                   83'第83分钟维贝从右路突破连续闯过三名队员突击而入，但最后射门打在颜骏凌脑袋上弹出
85'亚泰右侧定位球，给到边路维贝                   83'第83分钟维贝从右路突破连续闯过三名队员突击而入，但最后射门打在颜骏凌脑袋上弹出
86'和同伴一个踢墙，，突破闯入了小禁区                   83'第83分钟维贝从右路突破连续闯过三名队员突击而入，但最后射门打在颜骏凌脑袋上弹出
86'右侧维贝小角度直接攻门，被颜骏凌用身体挡出底线                   83'第83分钟维贝从右路突破连续闯过三名队员突击而入，但最后射门打在颜骏凌脑袋上弹出
86'但是裁判哨响在先，维贝是先犯规，有推人                   83'第83分钟维贝从右路突破连续闯过三名队员突击而入，但最后射门打在颜骏凌脑袋上弹出
86'颜骏凌大脚开起来                   83'第83分钟维贝从右路突破连续闯过三名队员突击而入，但最后射门打在颜骏凌脑袋上弹出
86'前场左侧胡尔克拿球，过顶的直传                   83'第83分钟维贝从右路突破连续闯过三名队员突击而入，但最后射门打在颜骏凌脑袋上弹出
86'送到小禁区，，给的比较大，被祎凡没收                   83'第83分钟维贝从右路突破连续闯过三名队员突击而入，但最后射门打在颜骏凌脑袋上弹出
86'祎凡大脚开起来                   83'第83分钟维贝从右路突破连续闯过三名队员突击而入，但最后射门打在颜骏凌脑袋上弹出
87'前场左侧拼抢，，谭龙踢出边线                   87'第87分钟上港连续换人，张华晨换下王燊超，胡靖航换下蔡慧康
87'上港界外球，给到右侧，双方的争夺，，，谭龙把球拿到                   87'第87分钟上港连续换人，张华晨换下王燊超，胡靖航换下蔡慧康
87'向前交，给中路的伊哈洛                   87'第87分钟上港连续换人，张华晨换下王燊超，胡靖航换下蔡慧康
87'分到右侧马里尼奥，回敲中路何超                   87'第87分钟上港连续换人，张华晨换下王燊超，胡靖航换下蔡慧康
88'何超挑传，左路给到张笑非，一记传中                   87'第87分钟上港连续换人，张华晨换下王燊超，胡靖航换下蔡慧康
88'禁区内第一点被解围                   87'第87分钟上港连续换人，张华晨换下王燊超，胡靖航换下蔡慧康
88'外围右侧艾哈迈多夫拿球，长传出来                   87'第87分钟上港连续换人，张华晨换下王燊超，胡靖航换下蔡慧康
88'被亚泰解围出去，左侧到奥斯卡脚下                   87'第87分钟上港连续换人，张华晨换下王燊超，胡靖航换下蔡慧康
88'低球斜传，，禁区内左路找到胡尔克                   87'第87分钟上港连续换人，张华晨换下王燊超，胡靖航换下蔡慧康
88'胡尔克拿球被对方破坏出底线                   87'第87分钟上港连续换人，张华晨换下王燊超，胡靖航换下蔡慧康
88'左侧角球，开起来                   87'第87分钟上港连续换人，张华晨换下王燊超，胡靖航换下蔡慧康
88'送到禁区内，中路被头球解围                   87'第87分钟上港连续换人，张华晨换下王燊超，胡靖航换下蔡慧康
89'外围右侧马里尼奥得球，，周围全是同伴啊，非常好的反击机会                   87'第87分钟上港连续换人，张华晨换下王燊超，胡靖航换下蔡慧康
89'马里尼奥向前一趟，，艾哈迈多夫战术犯规，放倒了对手                   87'第87分钟上港连续换人，张华晨换下王燊超，胡靖航换下蔡慧康
89'这个球马里尼奥独了啊，，早点出球啊，全是自己人                   87'第87分钟上港连续换人，张华晨换下王燊超，胡靖航换下蔡慧康
89'蔡慧康被张华晨替下                   87'第87分钟上港连续换人，张华晨换下王燊超，胡靖航换下蔡慧康
89'前场右侧定位球，开起来                   87'第87分钟上港连续换人，张华晨换下王燊超，胡靖航换下蔡慧康
89'挑入禁区，，，颜骏凌出击，，把球没收                   87'第87分钟上港连续换人，张华晨换下王燊超，胡靖航换下蔡慧康
89'大脚开起来，，前场左侧找到胡尔克                   87'第87分钟上港连续换人，张华晨换下王燊超，胡靖航换下蔡慧康
90'胡尔克停下来，遭遇逼抢，马里尼奥把球捅掉                   87'第87分钟上港连续换人，张华晨换下王燊超，胡靖航换下蔡慧康
90'后场何超得球，直接长传冲吊                   87'第87分钟上港连续换人，张华晨换下王燊超，胡靖航换下蔡慧康
90'后场颜骏凌出击把球拦截，，分到身前                   87'第87分钟上港连续换人，张华晨换下王燊超，胡靖航换下蔡慧康
90'左侧长传，，，亚泰把球解围出来                   87'第87分钟上港连续换人，张华晨换下王燊超，胡靖航换下蔡慧康
90'于海头球回点给门将，，颜骏凌再起                   87'第87分钟上港连续换人，张华晨换下王燊超，胡靖航换下蔡慧康
90'长传到中圈附近，，，周大地撞人犯规了                   87'第87分钟上港连续换人，张华晨换下王燊超，胡靖航换下蔡慧康
90'周大地被赵鸣宇换下                   87'第87分钟上港连续换人，张华晨换下王燊超，胡靖航换下蔡慧康
88'何超挑传，左路给到张笑非，一记传中                   88'第88分钟胡尔克远射太正
88'禁区内第一点被解围                   88'第88分钟胡尔克远射太正
88'外围右侧艾哈迈多夫拿球，长传出来                   88'第88分钟胡尔克远射太正
88'被亚泰解围出去，左侧到奥斯卡脚下                   88'第88分钟胡尔克远射太正
88'低球斜传，，禁区内左路找到胡尔克                   88'第88分钟胡尔克远射太正
88'胡尔克拿球被对方破坏出底线                   88'第88分钟胡尔克远射太正
88'左侧角球，开起来                   88'第88分钟胡尔克远射太正
88'送到禁区内，中路被头球解围                   88'第88分钟胡尔克远射太正
89'外围右侧马里尼奥得球，，周围全是同伴啊，非常好的反击机会                   88'第88分钟胡尔克远射太正
89'马里尼奥向前一趟，，艾哈迈多夫战术犯规，放倒了对手                   88'第88分钟胡尔克远射太正
89'这个球马里尼奥独了啊，，早点出球啊，全是自己人                   88'第88分钟胡尔克远射太正
89'蔡慧康被张华晨替下                   88'第88分钟胡尔克远射太正
89'前场右侧定位球，开起来                   88'第88分钟胡尔克远射太正
89'挑入禁区，，，颜骏凌出击，，把球没收                   88'第88分钟胡尔克远射太正
89'大脚开起来，，前场左侧找到胡尔克                   88'第88分钟胡尔克远射太正
90'胡尔克停下来，遭遇逼抢，马里尼奥把球捅掉                   88'第88分钟胡尔克远射太正
90'后场何超得球，直接长传冲吊                   88'第88分钟胡尔克远射太正
90'后场颜骏凌出击把球拦截，，分到身前                   88'第88分钟胡尔克远射太正
90'左侧长传，，，亚泰把球解围出来                   88'第88分钟胡尔克远射太正
90'于海头球回点给门将，，颜骏凌再起                   88'第88分钟胡尔克远射太正
90'长传到中圈附近，，，周大地撞人犯规了                   88'第88分钟胡尔克远射太正
90'周大地被赵鸣宇换下                   88'第88分钟胡尔克远射太正
91'亚泰完成了3名U23的任务                   88'第88分钟胡尔克远射太正
91'上港后场颜骏凌拿球，手抛给贺惯，中路给艾哈迈多夫                   88'第88分钟胡尔克远射太正
91'右侧盘带，挑传，，送到禁区                   88'第88分钟胡尔克远射太正
91'中路吕文君一脚踢空了，                   88'第88分钟胡尔克远射太正
91'防守队员把球解围出来                   88'第88分钟胡尔克远射太正
93'趟出了界外，，体力也是不够了啊                   93'第93分钟祎凡大腿抽筋倒地不起
93'范晓冬这时候倒在地上                   93'第93分钟祎凡大腿抽筋倒地不起
93'刚才是用脸挡出了对手的传中                   93'第93分钟祎凡大腿抽筋倒地不起
93'缓一下，没有大碍                   93'第93分钟祎凡大腿抽筋倒地不起
93'上港界外球，中路给到王燊超                   93'第93分钟祎凡大腿抽筋倒地不起
93'向前一个长传，，，左侧争抢                   93'第93分钟祎凡大腿抽筋倒地不起
93'胡尔克把球拿到，横向的盘带，被何超拉倒了                   93'第93分钟祎凡大腿抽筋倒地不起
94'前场中路定位球，，上港大力吊向禁区                   93'第93分钟祎凡大腿抽筋倒地不起
94'点球点附近争顶，哨响，进攻方犯规了                   93'第93分钟祎凡大腿抽筋倒地不起
95'亚泰这边门将祎凡倒地了，抽筋                   93'第93分钟祎凡大腿抽筋倒地不起
95'门将抽筋了，也是有拖延时间的嫌疑，不过下半场的补时是超长的，上港还有时间                   93'第93分钟祎凡大腿抽筋倒地不起
95'亚泰后场定位球，长传                   93'第93分钟祎凡大腿抽筋倒地不起
96'前场争顶，，上港把球碰出界外                   93'第93分钟祎凡大腿抽筋倒地不起
96'左侧界外球，给到禁区内，拼抢                   93'第93分钟祎凡大腿抽筋倒地不起
96'伊哈洛一垫                   93'第93分钟祎凡大腿抽筋倒地不起
96'到了弧顶，谭龙跟上，爆射，打飞了                   93'第93分钟祎凡大腿抽筋倒地不起
96'颜骏凌抓紧时间，，大脚开出                   93'第93分钟祎凡大腿抽筋倒地不起
96'前场右侧找到了胡尔克                   93'第93分钟祎凡大腿抽筋倒地不起
96'胡尔克盘带向前，，杀到了底线                   93'第93分钟祎凡大腿抽筋倒地不起
96'一记传中，，被围堵上来的亚泰球员挡出底线                   93'第93分钟祎凡大腿抽筋倒地不起
