1'比赛开始                   1'比赛开始后第1分钟，亚泰一脚直塞打反击找伊哈洛，球给大了被建业门将吴龑没收
76'建业教练认为应当有更重的判罚                   73'第73分钟，柯钊背后把谭龙推倒吃到黄牌一张
77'建业主教练张外龙被请上了看台                   77'第77分钟，建业换人，龙成换下冯卓毅
77'祎凡发球                   77'第77分钟，建业换人，龙成换下冯卓毅
77'常规时间还剩下十五分钟                   77'第77分钟，建业换人，龙成换下冯卓毅
77'建业队换人                   77'第77分钟，建业换人，龙成换下冯卓毅
78'龙成换下冯卓毅                   77'第77分钟，建业换人，龙成换下冯卓毅
78'王上源前场带球                   77'第77分钟，建业换人，龙成换下冯卓毅
78'被断了                   77'第77分钟，建业换人，龙成换下冯卓毅
78'亚泰队的反击                   77'第77分钟，建业换人，龙成换下冯卓毅
78'谭龙带球，、                   77'第77分钟，建业换人，龙成换下冯卓毅
78'被伊沃断了                   77'第77分钟，建业换人，龙成换下冯卓毅
78'伊沃又被反断                   77'第77分钟，建业换人，龙成换下冯卓毅
79'亚泰队过顶直传                   77'第77分钟，建业换人，龙成换下冯卓毅
79'裁判暂停了比赛                   77'第77分钟，建业换人，龙成换下冯卓毅
79'周大地越位了                   77'第77分钟，建业换人，龙成换下冯卓毅
79'里卡多得球                   77'第77分钟，建业换人，龙成换下冯卓毅
80'迅速禁区内起脚打门                   77'第77分钟，建业换人，龙成换下冯卓毅
80'球打到防守队员身上出了底线                   77'第77分钟，建业换人，龙成换下冯卓毅
80'角球                   77'第77分钟，建业换人，龙成换下冯卓毅
80'开出到前点                   77'第77分钟，建业换人，龙成换下冯卓毅
80'被顶出来                   77'第77分钟，建业换人，龙成换下冯卓毅
80'建业界外球                   77'第77分钟，建业换人，龙成换下冯卓毅
80'给到柯钊                   77'第77分钟，建业换人，龙成换下冯卓毅
80'一过二                   77'第77分钟，建业换人，龙成换下冯卓毅
80'柯钊低平球打门                   77'第77分钟，建业换人，龙成换下冯卓毅
82'建业队给到中圈的伊沃                   82'第82分钟，肖煜锋换下何超
82'伊沃策动反击                   82'第82分钟，肖煜锋换下何超
82'给到跟进的杨阔                   82'第82分钟，肖煜锋换下何超
82'右脚打门，打在横梁上出了底线                   82'第82分钟，肖煜锋换下何超
82'门球                   82'第82分钟，肖煜锋换下何超
83'场上又有人倒地了                   82'第82分钟，肖煜锋换下何超
83'问题不大                   82'第82分钟，肖煜锋换下何超
83'场边亚泰队换人                   82'第82分钟，肖煜锋换下何超
83'何超被换下                   82'第82分钟，肖煜锋换下何超
84'肖煜峰上场                   82'第82分钟，肖煜锋换下何超
84'何超似乎无法坚持了                   82'第82分钟，肖煜锋换下何超
84'比赛继续                   82'第82分钟，肖煜锋换下何超
84'里卡多前场中路得球                   82'第82分钟，肖煜锋换下何超
84'挑传跟进的杨阔                   82'第82分钟，肖煜锋换下何超
85'没传到位                   82'第82分钟，肖煜锋换下何超
85'球出界                   82'第82分钟，肖煜锋换下何超
85'建业队换人                   82'第82分钟，肖煜锋换下何超
85'胡靖航替下里卡多                   82'第82分钟，肖煜锋换下何超
85'亚泰后场界外球掷出                   82'第82分钟，肖煜锋换下何超
85'给到后场孙捷                   82'第82分钟，肖煜锋换下何超
85'孙捷慢慢推进                   82'第82分钟，肖煜锋换下何超
85'给到插上的谭龙                   82'第82分钟，肖煜锋换下何超
85'被提前破坏                   82'第82分钟，肖煜锋换下何超
85'没传到位                   85'第85分钟，周大地为亚泰赢得了一个位置不错的任意球机会，阿德里安给到前点，被巴索戈顶回给了吴龑
85'球出界                   85'第85分钟，周大地为亚泰赢得了一个位置不错的任意球机会，阿德里安给到前点，被巴索戈顶回给了吴龑
85'建业队换人                   85'第85分钟，周大地为亚泰赢得了一个位置不错的任意球机会，阿德里安给到前点，被巴索戈顶回给了吴龑
85'胡靖航替下里卡多                   85'第85分钟，周大地为亚泰赢得了一个位置不错的任意球机会，阿德里安给到前点，被巴索戈顶回给了吴龑
85'亚泰后场界外球掷出                   85'第85分钟，周大地为亚泰赢得了一个位置不错的任意球机会，阿德里安给到前点，被巴索戈顶回给了吴龑
85'给到后场孙捷                   85'第85分钟，周大地为亚泰赢得了一个位置不错的任意球机会，阿德里安给到前点，被巴索戈顶回给了吴龑
85'孙捷慢慢推进                   85'第85分钟，周大地为亚泰赢得了一个位置不错的任意球机会，阿德里安给到前点，被巴索戈顶回给了吴龑
85'给到插上的谭龙                   85'第85分钟，周大地为亚泰赢得了一个位置不错的任意球机会，阿德里安给到前点，被巴索戈顶回给了吴龑
85'被提前破坏                   85'第85分钟，周大地为亚泰赢得了一个位置不错的任意球机会，阿德里安给到前点，被巴索戈顶回给了吴龑
86'蒋哲掷出界外球                   85'第85分钟，周大地为亚泰赢得了一个位置不错的任意球机会，阿德里安给到前点，被巴索戈顶回给了吴龑
86'谭龙回做失误了                   85'第85分钟，周大地为亚泰赢得了一个位置不错的任意球机会，阿德里安给到前点，被巴索戈顶回给了吴龑
86'谭龙反断                   85'第85分钟，周大地为亚泰赢得了一个位置不错的任意球机会，阿德里安给到前点，被巴索戈顶回给了吴龑
86'给阿德里安                   85'第85分钟，周大地为亚泰赢得了一个位置不错的任意球机会，阿德里安给到前点，被巴索戈顶回给了吴龑
87'周大地被肖煜峰放倒了                   85'第85分钟，周大地为亚泰赢得了一个位置不错的任意球机会，阿德里安给到前点，被巴索戈顶回给了吴龑
87'任意球阿德里安处理                   85'第85分钟，周大地为亚泰赢得了一个位置不错的任意球机会，阿德里安给到前点，被巴索戈顶回给了吴龑
87'吊向前点                   85'第85分钟，周大地为亚泰赢得了一个位置不错的任意球机会，阿德里安给到前点，被巴索戈顶回给了吴龑
87'巴索戈回给吴龚                   85'第85分钟，周大地为亚泰赢得了一个位置不错的任意球机会，阿德里安给到前点，被巴索戈顶回给了吴龑
87'裁判示意球已出界                   85'第85分钟，周大地为亚泰赢得了一个位置不错的任意球机会，阿德里安给到前点，被巴索戈顶回给了吴龑
87'角球                   85'第85分钟，周大地为亚泰赢得了一个位置不错的任意球机会，阿德里安给到前点，被巴索戈顶回给了吴龑
88'亚泰队角球                   85'第85分钟，周大地为亚泰赢得了一个位置不错的任意球机会，阿德里安给到前点，被巴索戈顶回给了吴龑
88'开到前点                   85'第85分钟，周大地为亚泰赢得了一个位置不错的任意球机会，阿德里安给到前点，被巴索戈顶回给了吴龑
88'周大地传球                   85'第85分钟，周大地为亚泰赢得了一个位置不错的任意球机会，阿德里安给到前点，被巴索戈顶回给了吴龑
88'打到杨阔身上出了底线                   85'第85分钟，周大地为亚泰赢得了一个位置不错的任意球机会，阿德里安给到前点，被巴索戈顶回给了吴龑
88'杨阔倒在地上抽筋了                   85'第85分钟，周大地为亚泰赢得了一个位置不错的任意球机会，阿德里安给到前点，被巴索戈顶回给了吴龑
88'前场左侧亚泰队球权                   85'第85分钟，周大地为亚泰赢得了一个位置不错的任意球机会，阿德里安给到前点，被巴索戈顶回给了吴龑
49'建业队禁区右侧得到任意球                   49'下半场补时4分钟，最终全场比赛结束，双方1-1战平
49'开到中点                   49'下半场补时4分钟，最终全场比赛结束，双方1-1战平
49'严智宇解围                   49'下半场补时4分钟，最终全场比赛结束，双方1-1战平
49'中圈右侧双方争抢                   49'下半场补时4分钟，最终全场比赛结束，双方1-1战平
50'龙威犯规                   49'下半场补时4分钟，最终全场比赛结束，双方1-1战平
50'亚泰队任意球                   49'下半场补时4分钟，最终全场比赛结束，双方1-1战平
50'阿德里安回给后场                   49'下半场补时4分钟，最终全场比赛结束，双方1-1战平
50'交给左侧跟上的蒋哲                   49'下半场补时4分钟，最终全场比赛结束，双方1-1战平
50'双方纠缠下球出界                   49'下半场补时4分钟，最终全场比赛结束，双方1-1战平
50'建业队球权                   49'下半场补时4分钟，最终全场比赛结束，双方1-1战平
51'杨阔界外球掷出                   49'下半场补时4分钟，最终全场比赛结束，双方1-1战平
51'严智宇顶出边线                   49'下半场补时4分钟，最终全场比赛结束，双方1-1战平
51'继续边线球                   49'下半场补时4分钟，最终全场比赛结束，双方1-1战平
51'建业队失误                   49'下半场补时4分钟，最终全场比赛结束，双方1-1战平
51'亚泰界外球                   49'下半场补时4分钟，最终全场比赛结束，双方1-1战平
52'于睿掷出                   49'下半场补时4分钟，最终全场比赛结束，双方1-1战平
52'陈灏第一点顶出来                   49'下半场补时4分钟，最终全场比赛结束，双方1-1战平
52'柯钊得球                   49'下半场补时4分钟，最终全场比赛结束，双方1-1战平
52'自己带到禁区附近                   49'下半场补时4分钟，最终全场比赛结束，双方1-1战平
