2'右侧找到姜积弘，再给陈伟铭                   2'比赛开始后第2分钟，富力右路陈伟铭突破杀到底线附近起球传中，被门将直接没收
90'外脚背横敲，，中路防守队员碰了一下，但没有改变线路                   89'第89分钟，富力后场断球，大脚把球开出前场右路雷纳迪尼奥把球得到，再分到禁区，卢琳跟上抽射把球打进
90'后点，，，卢琳跟上，，小禁区面对门将，凌空就射，，有了                   89'第89分钟，富力后场断球，大脚把球开出前场右路雷纳迪尼奥把球得到，再分到禁区，卢琳跟上抽射把球打进
91'富力先丢一球，，连扳四个，，大逆转。。。可以提前祝贺他们了                   89'第89分钟，富力后场断球，大脚把球开出前场右路雷纳迪尼奥把球得到，再分到禁区，卢琳跟上抽射把球打进
91'富力后场断球大脚把球开出前场右路雷纳迪尼奥把球得到，分到禁区卢琳跟上抽射把球打进                   89'第89分钟，富力后场断球，大脚把球开出前场右路雷纳迪尼奥把球得到，再分到禁区，卢琳跟上抽射把球打进
91'下半场补时3分钟                   89'第89分钟，富力后场断球，大脚把球开出前场右路雷纳迪尼奥把球得到，再分到禁区，卢琳跟上抽射把球打进
92'人和不放弃，继续攻                   89'第89分钟，富力后场断球，大脚把球开出前场右路雷纳迪尼奥把球得到，再分到禁区，卢琳跟上抽射把球打进
92'尼木扎丁横敲，外围中路马西卡的打门，，高了                   89'第89分钟，富力后场断球，大脚把球开出前场右路雷纳迪尼奥把球得到，再分到禁区，卢琳跟上抽射把球打进
92'程月磊门球，短传给身前                   89'第89分钟，富力后场断球，大脚把球开出前场右路雷纳迪尼奥把球得到，再分到禁区，卢琳跟上抽射把球打进
92'托西奇拿球，低球向前                   89'第89分钟，富力后场断球，大脚把球开出前场右路雷纳迪尼奥把球得到，再分到禁区，卢琳跟上抽射把球打进
92'被对手拦截，，人和继续发起攻势                   89'第89分钟，富力后场断球，大脚把球开出前场右路雷纳迪尼奥把球得到，再分到禁区，卢琳跟上抽射把球打进
92'分到了右侧，，李提香解围出来                   89'第89分钟，富力后场断球，大脚把球开出前场右路雷纳迪尼奥把球得到，再分到禁区，卢琳跟上抽射把球打进
92'中圈位置，，陈杰拿球，短传身前，，再给马西卡                   89'第89分钟，富力后场断球，大脚把球开出前场右路雷纳迪尼奥把球得到，再分到禁区，卢琳跟上抽射把球打进
92'分到了右边路王刚                   89'第89分钟，富力后场断球，大脚把球开出前场右路雷纳迪尼奥把球得到，再分到禁区，卢琳跟上抽射把球打进
48'再横敲一下，朱宝杰拦截把球拿到                   48'下半场补时3分钟，补时阶段，人和没有放弃进攻，尼木扎丁横敲，外围中路马西卡打门高出
48'朱宝杰斜传到右路                   48'下半场补时3分钟，补时阶段，人和没有放弃进攻，尼木扎丁横敲，外围中路马西卡打门高出
48'裁判哨响了，上半场结束                   48'下半场补时3分钟，补时阶段，人和没有放弃进攻，尼木扎丁横敲，外围中路马西卡打门高出
48'富力主场作战先丢一球的不利情况下，连入2球，上半场实现了反超                   48'下半场补时3分钟，补时阶段，人和没有放弃进攻，尼木扎丁横敲，外围中路马西卡打门高出
48'富力优势还是比较明显的，人和主要的进攻都集中在反击，而富力的传控打法踢的很顺畅                   48'下半场补时3分钟，补时阶段，人和没有放弃进攻，尼木扎丁横敲，外围中路马西卡打门高出
48'下半场回来                   48'下半场补时3分钟，补时阶段，人和没有放弃进攻，尼木扎丁横敲，外围中路马西卡打门高出
48'向汉天，，转移                   48'下半场补时3分钟，补时阶段，人和没有放弃进攻，尼木扎丁横敲，外围中路马西卡打门高出
48'迪奥普，杀入禁区右侧，，抬脚射门                   48'下半场补时3分钟，补时阶段，人和没有放弃进攻，尼木扎丁横敲，外围中路马西卡打门高出
48'被姜积弘挡出了底线                   48'下半场补时3分钟，补时阶段，人和没有放弃进攻，尼木扎丁横敲，外围中路马西卡打门高出
48'右侧角球机会，，人和把球开出                   48'下半场补时3分钟，补时阶段，人和没有放弃进攻，尼木扎丁横敲，外围中路马西卡打门高出
48'到了禁区中路，，，裁判哨响。。。                   48'下半场补时3分钟，补时阶段，人和没有放弃进攻，尼木扎丁横敲，外围中路马西卡打门高出
48'穆坎乔禁区内拼抢犯规                   48'下半场补时3分钟，补时阶段，人和没有放弃进攻，尼木扎丁横敲，外围中路马西卡打门高出
48'后场富力大脚开起来                   48'下半场补时3分钟，补时阶段，人和没有放弃进攻，尼木扎丁横敲，外围中路马西卡打门高出
48'中场右侧，，向汉天得球。。。短传给到身前                   48'下半场补时3分钟，补时阶段，人和没有放弃进攻，尼木扎丁横敲，外围中路马西卡打门高出
49'迪奥普接球，，连续晃动，，转到了左侧                   48'下半场补时3分钟，补时阶段，人和没有放弃进攻，尼木扎丁横敲，外围中路马西卡打门高出
49'姜积弘把球拦截                   48'下半场补时3分钟，补时阶段，人和没有放弃进攻，尼木扎丁横敲，外围中路马西卡打门高出
49'断下来，低球向前给                   48'下半场补时3分钟，补时阶段，人和没有放弃进攻，尼木扎丁横敲，外围中路马西卡打门高出
49'唐淼把球得到，，斜长传，，，找前面的扎哈维                   48'下半场补时3分钟，补时阶段，人和没有放弃进攻，尼木扎丁横敲，外围中路马西卡打门高出
49'直塞肖智，，被罗歆断下                   48'下半场补时3分钟，补时阶段，人和没有放弃进攻，尼木扎丁横敲，外围中路马西卡打门高出
50'右侧王刚拿球，挑传身前，，禁区外右侧                   48'下半场补时3分钟，补时阶段，人和没有放弃进攻，尼木扎丁横敲，外围中路马西卡打门高出
50'穆坎乔没接住，，，张功把球破坏                   48'下半场补时3分钟，补时阶段，人和没有放弃进攻，尼木扎丁横敲，外围中路马西卡打门高出
50'张功是替下了马俊亮，下半场                   48'下半场补时3分钟，补时阶段，人和没有放弃进攻，尼木扎丁横敲，外围中路马西卡打门高出
50'外围左侧的拼抢，，哨响了，富力的犯规                   48'下半场补时3分钟，补时阶段，人和没有放弃进攻，尼木扎丁横敲，外围中路马西卡打门高出
50'左侧人和定位球，，距离较远                   48'下半场补时3分钟，补时阶段，人和没有放弃进攻，尼木扎丁横敲，外围中路马西卡打门高出
51'开出来，吊入禁区之内                   48'下半场补时3分钟，补时阶段，人和没有放弃进攻，尼木扎丁横敲，外围中路马西卡打门高出
51'双方跳起来，，，被防守队员破坏                   48'下半场补时3分钟，补时阶段，人和没有放弃进攻，尼木扎丁横敲，外围中路马西卡打门高出
51'外围右侧王刚拿球，横敲                   48'下半场补时3分钟，补时阶段，人和没有放弃进攻，尼木扎丁横敲，外围中路马西卡打门高出
51'中圈位置，，史亮得球，，斜传身前                   48'下半场补时3分钟，补时阶段，人和没有放弃进攻，尼木扎丁横敲，外围中路马西卡打门高出
51'张晨龙把球解围                   48'下半场补时3分钟，补时阶段，人和没有放弃进攻，尼木扎丁横敲，外围中路马西卡打门高出
51'后场左侧李提香得球，横敲到中间托西奇                   48'下半场补时3分钟，补时阶段，人和没有放弃进攻，尼木扎丁横敲，外围中路马西卡打门高出
51'再给左路李提香，，后场的转移                   48'下半场补时3分钟，补时阶段，人和没有放弃进攻，尼木扎丁横敲，外围中路马西卡打门高出
